ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Crediting Period Start Date,Crediting Period End Date
2442,Distribution of Improved cook stove - Phase 24,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12675,Asia,,
2443,Distribution of Improved cook stove - Phase 25,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12810,Asia,,
2434,Off grid Solar PV project at IAMGOLD Essakane SA Gold Mine,Essakane Solar S.A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.A.,Registered,Burkina Faso,27179,Africa,01-06-2018,31-05-2025
2433,Use of waste gas at Namakwa Sands in South Africa - CER Conversion,Converted from other GHG program,Energy industries (renewable/non-renewable sources),,ACM0012,Units Transferred from Approved GHG Program,South Africa,84432,Africa,,
2427,Distribution of Improved cook stove - Phase VI,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12990,Asia,,
2429,Distribution of Improved cook stove- Phase 15,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12843,Asia,,
2421,Bundled Fly Ash Bricks Manufacturing Project,G K Energy Marketers Pvt. Ltd,Manufacturing industries,,AMS-III.Z,Under development,India,39224,Asia,,
2428,Distribution of Improved cook stove - Phase 14,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13050,Asia,,
2424,Distribution of Improved cook stove - Phase III,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13125,Asia,,
2425,Distribution of Improved cook stove - Phase IV,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12909,Asia,,
2426,Distribution of improved cook stove- phase V,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13062,Asia,,
2430,Distribution of Improved cook stove - Phase 16,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12945,Asia,,
2431,BALIKES?R BIOGAS ENERGY POWER PLANT,Multiple Proponents,Waste handling and disposal,,AM0073,Registration requested,Turkey,359574,Middle East,15-10-2020,14-10-2027
2432,Omnia N2O Abatement Project II - CER Conversion,Converted from other GHG program,Chemical industry,,Methodology Under Development,Units Transferred from Approved GHG Program,South Africa,348138,Africa,,
2422,Distribution of Improved cook stove - Phase I,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12644,Asia,,
2423,Distribution of Improved cook stove - Phase II,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,12644,Asia,,
2420,Zhangjiakou Zhuolu County 2017 Afforestation Project,"Zhangjiakou Sailin Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Inactive,China,24358,Asia,21-05-2017,20-05-2037
2419,Zhangjiakou Wanquan District 2017 Afforestation Project,"Zhangjiakou Sailin Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,On Hold - see notification letter,China,45993,Asia,21-05-2017,20-05-2037
2418,Gansu Lanzhou Afforestation Project,Lanzhou Landscaping And Greening Service Center,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,117640,Asia,13-09-2016,12-09-2076
2415,Distribution of Improved cook stove - Phase 11,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13428,Asia,,
2416,Distribution of Improved cook stove - Phase 12,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13930,Asia,,
2417,Distribution of Improved cook stove - Phase 13,G K Energy Marketers Pvt. Ltd,Energy demand,,AMS-II.G.,Registered,India,13420,Asia,,
2413,Zhangjiakou Zhangbei County 2017 Afforestation Project,"Zhangjiakou Sailin Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,145879,Asia,12-05-2017,11-05-2037
2414,Davidson County Landfill,"Element Markets Emissions, LLC",Waste handling and disposal,,Climate Action Reserve Landfill Project Protocol,Verification approval requested,United States,50000,North America,,
2412,Mindanao Tree Planting Program for our Climate and Communities (MinTrees),Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Philippines,33015,Asia,15-03-2015,14-03-2065
2411,Bosques del Uruguay II (BDU II) Afforestation through High Quality Timber in Grasslands Project,AGRO EMPRESA FORESTAL SA,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Uruguay,4066,Latin America,25-03-2016,24-03-2076
2410,"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA",Miro Forestry Developments Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Ghana,46229,Africa,24-03-2016,23-03-2046
2408,Baoxing Afforestation Project,Sichuan Jiajinshan Forestry Bureau,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval request denied,China,156954,Asia,01-09-2016,31-08-2043
2409,Cleaner Cooking Solutions Program,C-Quest Capital SGT Asia Stoves Private Limited,Energy demand; Energy industries (renewable/non-renewable sources),,VMR0006,On Hold - see notification letter,Cambodia,841424,Asia,21-02-2022,20-02-2032
2406,SENEGAL AND WEST AFRICA MANGROVE PROGRAMME (SWAMP),ALLCOT A.G.,Agriculture Forestry and Other Land Use,,VM0007,Under development,Senegal,2547,Africa,,
2407,Niokolo Koba REDD+ Project,ALLCOT A.G.,Agriculture Forestry and Other Land Use,,VM0015,Under development,Senegal,25054,Africa,,
2405,Gansu Dingxi Afforestation Project,Dingxi City Chankou Forestry Proving Ground,Agriculture Forestry and Other Land Use,ARR; IFM,AR-ACM0003,Registered,China,706810,Asia,22-09-2016,21-09-2076
2404,Reforestation of degraded land by MTPL in India,Mangalam Timber Unit of Mangalam Cement Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0001,Registered,India,146998,Asia,25-06-2001,24-06-2031
2403,Riau Ecosystem Restoration Carbon Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD; WRC,VM0007,Registered,Indonesia,6870411,Asia,17-06-2016,16-06-2073
2402,Linshu Biogas Recovery and Power Generation Project,VPOWER New Energy Technology (LinYi) LTD,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registered,China,359691,Asia,20-09-2019,19-09-2026
2401,Reforestation of Degraded Lands in Sierra Leone,Miro Forestry Developments Limited,Agriculture Forestry and Other Land Use,ARR,AR-AM0003,Verification approval requested,Sierra Leone,126297,Africa,16-05-2016,15-05-2046
2400,DelAgua Public Health Program in Eastern Africa - CER Conversion,Converted From a another GHG program CDM,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Rwanda,67656,Africa,,
2395,OKI REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AM0014; VM0007; AR-ACM0003,Registration requested,Indonesia,379466,Asia,05-08-2016,04-08-2046
2396,Adjusted Water Management in Rice Cultivation in Nanling County,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,53558,Asia,05-03-2018,04-03-2025
2397,Adjusted Water Management in Rice Cultivation in Chizhou City,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,53539,Asia,21-02-2018,20-02-2025
2398,Qiantai Adjusted Water Management in Rice Cultivation,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,53512,Asia,24-02-2018,23-02-2025
2399,Adjusted Water Management in Rice Cultivation in Wangjiang County and Susong County,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,53562,Asia,04-03-2018,03-03-2025
2393,Omnia Nitrous Oxide (N20) Reduction Project - CER Conversion,Converted from other GHG program,Chemical industry,,AM0028,Units Transferred from Approved GHG Program,South Africa,421913,Africa,,
2394,Project for the catalytic reduction of N2O emissions with a secondary catalyst inside the ammonia reactor of the No. 9 nitric acid plant at African Explosives Ltd (“AEL”) - CER Conversion,Converted From a another GHG program CDM,Chemical industry,,AM0034,Units Transferred from Approved GHG Program,South Africa,116779,Africa,,
2391,Gansu Tianshui Afforestation Project,Tianshui Forestry Science Institute,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,342003,Asia,21-09-2016,20-09-2076
2392,REDD + in the Forests of the Otún River Basin,Empresa de Acueducto y Alcantarillado de Pereira S.A.S E.S. P,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval requested,Colombia,30874,Latin America,01-01-2016,31-12-2045
2390,Installation of high efficiency wood burning cookstoves in Angola,C-Quest Capital Stoves Asia Limited,Energy demand,,VMR0006,Registered,Angola,2567788,Africa,11-11-2021,10-11-2031
2389,Clean Cook Stoves in Sub-Saharan Africa by ClimateCare Limited - CER Conversion,Credits transferred from approved GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Ghana,136734,Africa,,
2387,Liugui Afforestation Project,"Guangxi Baixin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,878138,Asia,05-05-2016,04-05-2046
2388,N2O ABATEMENT PROJECT AT AEL 11_. - CER Conversion,Converted From a another GHG program CDM,Chemical industry,,AM0034,Units Transferred from Approved GHG Program,South Africa,269581,Africa,,
2386,Rotunda Forest Carbon Project,Global Forest Support GmbH,Agriculture Forestry and Other Land Use,IFM,VM0012,Registered,Romania,5662,Europe,01-01-2018,31-12-2047
2384,Recipe for Change Grouped Project,Wonderbag UK,Energy demand,,AMS-II.C.; AMS-II.G.,Registered,South Africa,103254,Africa,15-03-2019,14-03-2026
2385,Carbon fixation project associated with LtPF conservation scenario of riparian strip enlargement,Cree First Nation of Waswanipi.,Agriculture Forestry and Other Land Use,IFM,VM0012,On Hold - see notification letter,Canada,7223,North America,01-05-2016,30-04-2053
2382,Niger Acacia Senegal Plantation Project,Achats Service International,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Niger,24957,Africa,21-12-2005,20-12-2035
2383,Guizhou Wenjiaba CMM Power Generation Project,"Guizhou Shuikuang Orion Clean Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,103297,Asia,24-09-2020,23-09-2030
2380,Installation of high efficiency wood burning cookstoves in Rwanda,C-Quest Capital Stoves Asia Limited,Energy industries (renewable/non-renewable sources),,VMR0006,Registered,Rwanda,3149415,Africa,09-10-2021,08-10-2031
2381,Durango – EcoMethane Landfill Gas to Energy Project - CER Conversion,Converted From a another GHG program CDM,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Units Transferred from Approved GHG Program,Mexico,83340,North America,,
2378,Miaoling Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,458449,Asia,20-04-2016,19-04-2046
2379,Huadu Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,702405,Asia,28-04-2016,27-04-2046
2376,Jilin Lushuihe Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration requested,China,716922,Asia,02-08-2016,01-08-2076
2377,Jilin Wangou Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registration request denied,China,558918,Asia,05-08-2016,04-08-2076
2374,Jilin Quanyang Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Inactive,China,435091,Asia,01-08-2016,31-07-2076
2375,Jilin Sanchazi Afforestation Project,"Jilin Forest Industry Environmental Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,10576,Asia,15-08-2016,14-08-2076
2371,Installation of high efficiency wood burning cookstoves in Zambia - Project 2,Multiple Proponents,Energy demand,,VMR0006,On Hold - see notification letter,Zambia,1713078,Africa,14-10-2020,13-10-2030
2372,Installation of high efficiency wood burning cookstoves in Malawi - Project 2,Multiple Proponents,Energy demand,,VMR0006,On Hold - see notification letter,Malawi,1924569,Africa,05-07-2020,04-07-2030
2373,Yellow Ipê Grouped REDD Project,Ecológica Assessoria Ltda.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Brazil,540179,Latin America,01-03-2020,28-02-2050
2369,Forestal Apepu Carbon Project,Forestal Apepu,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Paraguay,12902,Latin America,28-06-2019,27-06-2039
2370,Zhangye City Afforestation Project in Gansu Province,Zhangye Academy of Forestry Sciences,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,238392,Asia,10-05-2016,09-05-2076
2367,"Afforestation in Eucalyptus and Acacia plantations for Burapha Agroforestry Co., Ltd.",Burapha Agroforestry Co. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Lao,44946,Asia,31-05-2016,30-05-2036
2365,Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua,MLR Forestal de Nicaragua S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,Nicaragua,29287,Latin America,01-07-2016,30-06-2056
2366,Installation of high efficiency wood burning cookstoves in Tanzania,Multiple Proponents,Energy demand; Energy industries (renewable/non-renewable sources),,VMR0006,On Hold - see notification letter,Tanzania,1882271,Africa,23-09-2020,22-09-2030
2363,CONSERVATION OF MIOMBOS IN TARU  KENYA REDD+,Swiss carbon Value Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0009,Withdrawn,Kenya,16225,Africa,01-07-2016,30-06-2046
2362,Adjusted Water Management in Rice Cultivation in Tongcheng City,"Hefei Luyu Agricultural Technology Co., Ltd",Agriculture Forestry and Other Land Use,ALM,AMS-III.AU,Rejected by Administrator,China,53501,Asia,10-02-2018,09-02-2025
2361,Afforestation in cooperation with local landowners for Forestal San Pedro S.A,Forestal San Pedro S.A.,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Verification approval requested,Paraguay,45549,Latin America,05-04-2015,04-04-2035
2360,Virginia Coast Reserve Seagrass Restoration Project,The Nature Conservancy,Agriculture Forestry and Other Land Use,WRC,VM0033,Under development,United States,1349,North America,10-07-2015,09-07-2045
2359,Serra do Sudeste Landscape Restoration and Reforestation Project,The Green Branch,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Under validation,Brazil,8152,Latin America,01-03-2021,28-02-2051
2358,Nanchang Zhonglan Huanneng Technical Service Co. Ltd. Maiyuan LFG Power Generation Project,Nanchang Zhonglan Huanneng Technical Service Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,155699,Asia,01-01-2019,31-12-2028
2357,Improved cook stove market development in rural Nepal,Practical Action,Energy demand,,AMS-II.G.,Registered,Nepal,44763,Asia,01-11-2018,31-10-2028
2356,REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA,WeAct Pty Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Colombia,66000,Latin America,01-07-2018,30-06-2048
2355,Suzhou Qizishan MSW landfill site redundant LFG recovery to power project,"Suzhou Baichang Renewable Energy Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,40317,Asia,01-12-2020,30-11-2030
2354,Yichang Sunjiawan MSW landfill site LFG recovery to power project,"Yichang BCCY New Power Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,50653,Asia,01-05-2019,30-04-2029
2352,Shizaiqian MSW landfill site LFG recovery to power project,"Quanzhou BCCY New Energy CO., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,66269,Asia,01-07-2019,30-06-2029
2353,Qingdao Xiaojianxi Phase II MSW landfill site LFG recovery to power project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,73157,Asia,13-04-2019,12-04-2029
2349,Installation of high efficiency wood burning cookstoves in Kenya,C-Quest Capital SGS Stoves Private Limited,Energy demand,,VMR0006,On Hold - see notification letter,Kenya,1500000,Africa,06-10-2020,05-10-2030
2350,Installation of high efficiency wood burning cookstoves in Uganda,Multiple Proponents,Energy demand,,VMR0006,Registered,Uganda,1459980,Africa,15-12-2021,14-12-2031
2351,Installation of high efficiency wood burning cookstoves in Mozambique,C-Quest Capital SGS Stoves Private Limited,Energy industries (renewable/non-renewable sources),,VMR0006,On Hold - see notification letter,Mozambique,1713078,Africa,27-01-2021,26-01-2031
2348,Motion Energy EV Industry Charger Project,Motion Energy Group,Transport,,VM0038,Verification approval requested,Australia,20000,Oceania,01-01-2021,31-12-2027
2347,FOÇA BIOGAS ENERGY POWER PLANT,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AM0073,Registered,Turkey,331795,Middle East,29-10-2019,28-10-2026
2346,Afforestation project by Cropcity Agrovet Pvt. Ltd. Mahogany trees,Cropcity Agrovet Pvt. Ltd,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Rejected by Administrator,India,11261,Asia,26-07-2017,25-07-2037
2345,Green Gold Loreto 1,Green Gold Forestry Peru SA,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,Peru,490291,Latin America,01-08-2020,31-07-2040
2343,Zhanjiang Mangrove Afforestation Project,"Third Institute of Oceanography, Ministry of Natural Resources",Agriculture Forestry and Other Land Use,ARR,AR-AM0014,Registered,China,4020,Asia,30-04-2015,29-04-2055
2340,Installation of high efficiency wood burning cookstoves in Zambia,Multiple Proponents,Energy demand,,VMR0006,On Hold - see notification letter,Zambia,1713078,Africa,04-09-2020,03-09-2030
2341,Installation of high efficiency wood burning cookstoves in Zimbabwe,C-Quest Capital SGS Stoves Private Limited,Energy demand,,VMR0006,On Hold - see notification letter,Zimbabwe,454274,Africa,29-11-2020,28-11-2030
2342,Installation of high efficiency wood burning cookstoves in Malawi,C-Quest Capital SG Stoves Private Limited,Energy demand,,VMR0006,On Hold - see notification letter,Malawi,915838,Africa,01-12-2020,30-11-2030
2338,"TIST Program in Kenya, VCS-CCB 010",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Kenya,93619,Africa,01-02-2015,31-01-2075
2339,"TIST Program in Uganda, VCS-CCB 010",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-AMS0007,Registered,Uganda,83340,Africa,01-02-2015,31-01-2075
2337,Sanya Landfill Gas Power Generation Project,"Hainan Sanya Xinzhongshui Enviromental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,89751,Asia,22-03-2019,21-03-2029
2336,Energy Efficient Cook Stove Implementation in India,Enen Green Services Private Limited,Energy demand,,VMR0006,Verification approval requested,India,55890,Asia,28-06-2019,27-06-2029
2335,Zhangjiakou Landfill Gas Power Generation Project,Zhangjiakou Xinzhongshui Energy Technology Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,137156,Asia,03-01-2019,02-01-2029
2334,Oaxaca II Wind Energy Project. - CER Conversion,Converted From a another GHG program CDM,Energy industries (renewable/non-renewable sources),,ACM0002,Units Transferred from Approved GHG Program,Mexico,240159,Latin America,,
2332,Culiacan Norther Landfill Ga Project - CER Conversion,Converted From a another GHG program CDM,Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,Mexico,42746,Latin America,,
2333,"Landfill Gas Recovery and Flaring Project in the El Verde Landfill, León - CER Conversion",Converted From a another GHG program CDM,Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,Mexico,177705,Latin America,,
2330,Protection of mangroves and community developmental activities in the biodiversity hotspot of Colombia,WeAct Pty Ltd.,Agriculture Forestry and Other Land Use,REDD,VM0015,Registration and verification approval request denied,Colombia,475862,Latin America,01-07-2018,30-06-2048
2326,Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project,"Jinxiu Yao Autonomous County Zhengtong Asset Management Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,58501,Asia,01-03-2016,29-02-2036
2327,Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,"Huanjiang Maonan Autonomous County Huashan Forestry Investment Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,53992,Asia,01-07-2016,30-06-2036
2324,COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD,BioGuinea Foundation,Agriculture Forestry and Other Land Use,REDD,VM0007,Registered,Guinea-Bissau,920436,Africa,31-03-2011,30-03-2031
2323,7 MW Bundled Hydro power project at Himachal Pradesh of Raajratna Energy Holdings Pvt. Ltd,M/s Raajratna Energy Holdings Pvt Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Withdrawn,India,19693,Asia,,
2322,Monet Forest Conservation Project,Solifor Bloc Monet S.E.C.,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,Canada,7552,North America,01-05-2016,30-04-2036
2321,Ola Hou – Restoring Hawaii’s Native Forests,State of Hawaii Department of Land and Natural Resources Division of Forestry and Wildlife,Agriculture Forestry and Other Land Use,REDD,VM0047,Under validation,United States,447,North America,01-02-2015,31-01-2035
2320,National REDD+ Project in the Democratic Republic of Congo,Kanaka Management Services Pvt. Ltd,Agriculture Forestry and Other Land Use,REDD,VM0015,Rejected by Administrator,"Congo, The Democratic Republic of The",999999999,Africa,27-06-2017,26-06-2117
2318,Luviro hydro plant,AERA Group.,Energy industries (renewable/non-renewable sources),,AMS-I.L.,Registered,"Congo, The Democratic Republic of The",26529,Africa,01-10-2020,30-09-2027
2319,Agroforestry plantation Bateke Plateaus,FRM Commitment,Agriculture Forestry and Other Land Use,ARR; REDD,AR-ACM0003,Registered,Congo,36102,Africa,01-08-2018,31-07-2051
2316,"BRASCARBON Methane Recovery Project BCA-BRA-08, Brazil CDM - CER Conversion",Converted From a another GHG program CDM,"Livestock, enteric fermentation, and manure management",,AMS-III.D.,Units Transferred from Approved GHG Program,Brazil,27418,Latin America,,
2317,REDD+ Project Magnolios de Yarumal,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Registered,Colombia,329260,Latin America,23-02-2016,22-02-2036
2311,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-001,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37722,Africa,09-10-2018,08-10-2028
2312,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-002,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,11-03-2019,10-03-2029
2313,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-003,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,17-03-2019,16-03-2029
2314,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-004,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,02-09-2019,01-09-2029
2315,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-005,Korea Carbon Management Ltd,Energy demand,,AMS-II.G.,Registered,Madagascar,37950,Africa,15-07-2019,14-07-2029
2310,Anhuang Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Withdrawn,China,607596,Asia,15-03-2016,14-03-2046
2309,Henrietta solar PV project,Akuo Energy (Mauritius) Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mauritius,26254,Africa,22-04-2019,21-04-2026
2307,Ambatolampy 20 MW solar PV,GreenYellow Madagascar,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Madagascar,23431,Africa,10-07-2018,09-07-2025
2308,Solitude 16 MW solar PV,Voltas Yellow Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Mauritius,28984,Africa,19-12-2018,18-12-2025
2306,São João Landfill Gas to Energy Project (SJ) - CER Conversion,Converted from other GHG program,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Units Transferred from Approved GHG Program,Brazil,76429,Latin America,,
2305,Zhangjiakou Yuxian Afforestation Project in Hebei Province,"Zhangjiakou Sailin Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,China,70374,Asia,01-04-2018,31-03-2058
2303,Energy Efficient Cooking Solution for low emission development in Nepal-2,Environment Protection Centre (EPC),Energy industries (renewable/non-renewable sources),,AMS-II.G.,Registered,Nepal,33672,Asia,20-09-2018,19-09-2028
2304,Energy Efficient Cooking Solution for low emission development in Nepal - 3,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-II.G.,Under validation,Nepal,33715,Asia,01-12-2018,30-11-2028
2302,Guizhou Dongyijing CMM Power Generation Project,"Liupanshui Zhongding New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,174220,Asia,08-05-2019,07-05-2029
2301,Zhangjiakou Chongli Afforestation Project in Hebei Province,"Zhangjiakou Sailin Landscaping Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,China,97103,Asia,01-06-2018,31-05-2038
2300,Energy Efficient Cooking Solution for low emission development in Nepal-1,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-II.G.,Under validation,Nepal,33685,Asia,10-09-2018,09-09-2028
2299,Hunan Xiangtan Landfill Gas Power Generation Project,"Xiangtan Xiangneng New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,104582,Asia,29-01-2019,28-01-2029
2298,"CONSEJOS COMUNITARIOS DEL PACIFICO VALLE DEL CAUCA (CCPVC) PROGRAMA REDD+ VALLE DEL CAUCA, COLOMBIA",Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0006,Under development,Colombia,796394,Latin America,19-06-2018,18-06-2118
2297,REDD+ Project Pueblos indígenas resguardando la selva,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0037,Registered,Colombia,2365816,Latin America,31-12-2016,30-12-2026
2296,CYY Global Plus Wastewater Treatment and Biogas Utilization Project,"CYY Global Plus Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0014,Registered,Thailand,124097,Asia,15-09-2019,14-09-2026
2294,"Increasing pastoral farming soil carbon levels in New Zealand through appropriate soil, grassland and animal management.",eCOGENT.biz,Agriculture Forestry and Other Land Use,ALM,VM0017,Rejected by Administrator,New Zealand,13665,Oceania,01-07-2009,30-06-2029
2293,NIHT Topaiyo REDD +,NIHT Inc.,Agriculture Forestry and Other Land Use,REDD,VM0009,Registered,Papua New Guinea,2262521,Oceania,01-06-2017,31-05-2047
2291,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 2,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,419925,Asia,26-02-2018,25-02-2028
