ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Crediting Period Start Date,Crediting Period End Date
4989,"Afforestation Project in the Tea Estates of Amalgamated Plantations Pvt Ltd., Assam and North Bengal, India",Amalgamated Plantations Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,29912,Asia,01-06-2021,31-05-2041
4986,Captive solar photovoltaic power project in India by Shree Cement Limited,Shree Cement Limited,Energy industries (renewable/non-renewable sources),,AMS-I.F.; AM0123,Registration and verification approval requested,India,33929,Asia,18-08-2022,17-08-2029
4987,COMACO South Landscape Management Project,Community Markets for Conservation (COMACO),Agriculture Forestry and Other Land Use,ALM; REDD,VM0042; VM0048,Under development,Zambia,189258,Africa,01-07-2021,30-06-2041
4985,OYU - Greening India Mission (GIM),OYU Green Private Limited,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,India,112120,Asia,16-08-2023,15-08-2123
4983,CORE CARBON SOLAR POWER PROJECT,Core CarbonX Solutions Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.F.,Under validation,India,6908,Asia,10-11-2022,09-11-2029
4984,CLEAN BIO-ENERGY INITIATIVE IN  MADHYA PRADESH AND MAHARASHTRA,Ecological Restoration Organization,Energy industries (renewable/non-renewable sources),,AMS-I.E.,Registration requested,India,40034,,01-07-2022,30-06-2032
4982,RBML (Reliance BP Mobility Limited) EV Charging Infrastructure Project,Reliance BP Mobility Limited,Energy industries (renewable/non-renewable sources); Transport,,VM0038,Registration requested,India,1068196,Asia,24-03-2022,23-03-2032
4971,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-001 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37722,Africa,01-01-2019,31-12-2028
4972,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-002 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,07-01-2019,06-01-2029
4973,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-003 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,02-04-2019,01-04-2029
4974,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-004 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,01-04-2019,31-03-2029
4975,Madagascar Improved Cookstove Project by KCM-Wood#CPA-W-005 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,01-09-2019,31-08-2029
4976,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-009 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,01-04-2020,31-03-2030
4977,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-006 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,15-10-2019,14-10-2029
4978,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-007 - CER Conversion,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,15-10-2019,14-10-2029
4979,Madagascar Improved Cook Stove Project by KCM-Wood#CPA-W-008 - CER Conversions,Converted from other GHG program,Energy demand,,AMS-II.G.,Units Transferred from Approved GHG Program,Madagascar,37950,Africa,01-04-2020,31-03-2030
4968,Nkuba REDD+ Project,Dian Fossey Gorilla Fund,Agriculture Forestry and Other Land Use,REDD,VM0009,Under validation,"Congo, The Democratic Republic of The",408778,Africa,16-03-2021,15-03-2051
4970,Brascarbon Methane Recovery Project BCA-BRA-20,Brascarbon Consultoria Projetos e Representacao S/A,Waste handling and disposal,,AMS-III.D.,Under validation,Brazil,58452,Latin America,11-02-2023,10-02-2030
4967,PLUM Peat and Mangrove Conservation and Restoration Project (PLUM Project),PT. Pagatan Usaha Makmur,Agriculture Forestry and Other Land Use,ARR; REDD; WRC,VM0007,Under validation,Indonesia,1166666,Asia,01-08-2022,31-07-2082
4966,Yambone REDD+ Project,Carbon Sink Group s.r.l.,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Mozambique,71730,Africa,01-03-2022,28-02-2062
4963,Liuzhou MSW Incineration Project,"Shanghai Treasure Carbon New Energy Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,232709,Asia,01-06-2022,31-05-2032
4962,Brazilian ALM Carbon Program in different crop use and pasture integrated system,Agrorobotica - Photonic in Agroenvironmental Certification SA,Agriculture Forestry and Other Land Use,ALM,VM0042,Under validation,Brazil,2081060,Latin America,01-03-2021,29-02-2028
4957,Grouped Improved Agricultural Land Management Project in Jilin Province,"Fujian Huanrong Environmental Protection Co., Ltd",Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,China,1049766,,14-04-2021,13-04-2061
4956,TAPERA AMAZONAS REDD+,Organica Consultoria LTDA,Agriculture Forestry and Other Land Use,REDD,VM0007,Under validation,Brazil,943934,Latin America,01-03-2021,28-02-2051
4951,The Regenerative Agriculture project for Eastern European Soils,OU E-Agronom,"Agriculture Forestry and Other Land Use; Livestock, enteric fermentation, and manure management",ALM,VM0042,Under validation,Ukraine,1600000,Europe,01-04-2023,31-03-2043
4952,CTDR Paracambi Landfill Gas,CONCESSIONARIA CENTRO SUL 1 SPE LTDA,Waste handling and disposal,,ACM0001,Under validation,Brazil,44269,Latin America,03-08-2022,02-08-2029
4950,Berglandmilch Cooperative Grouped Project: Reduction of methane emissions in the Austrian Dairy Sector,Berglandmilch eGen,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,Austria,24227,Europe,01-11-2022,31-10-2029
4947,DIT AgTech grouped project: reduction of enteric methane emissions from livestock production systems via the uDOSE water medication technology.,Dit AgTech Limited,"Livestock, enteric fermentation, and manure management",,VM0041,Under validation,Australia,284579,Oceania,01-01-2024,31-12-2030
4946,Ghana Wli Agorviefe Afforestation Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,ACM0003,Under development,Ghana,327004,Africa,01-03-2024,28-02-2031
4940,Taiping Township Waste Resource Utilization Project,"Heilongjiang Boneng Green Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,44874,,01-08-2022,31-07-2032
4938,Chiping Municipal Solid Waste Incineration For Power Generation Project,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Under validation,China,68059,Asia,21-10-2022,20-10-2032
4932,DICLE DIYARBAKIR LFG PROJECT,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0001,Registration requested,Turkey,151932,Middle East,11-06-2021,10-06-2028
4934,Nam Ngiep 2A Hydropower project,Kosher Climate India Pvt. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Lao,20550,Asia,08-08-2024,07-08-2031
4935,TAFILALET AGROFORESTRY SYSTEM  MOROCCO,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,ACM0003,Inactive,Morocco,6660,Africa,15-12-2019,14-12-2049
4928,Shunping MSW Incineration and Power Generation PPP Project,"Shanghai Treasure Carbon New Energy Environmental Protection Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,60020,Asia,13-05-2022,12-05-2032
4929,SORTING AND RECYCLING COMPANY FOR ENVIRONMENTAL SERVICES (EADA),Multiple Proponents,Waste handling and disposal,,VMR0007; VMR0008,Under validation,Saudi Arabia,60000,Middle East,01-01-2022,31-12-2031
4925,Sicredi Methane Avoidance in Animal Effluents Umbrella Program,"Cooperativa Central de Credito, Poupanca e Investimento dos Estados do Parana, Sao Paulo e Rio de Ja","Livestock, enteric fermentation, and manure management",,AMS-III.Y,Under validation,Brazil,43928,Latin America,05-06-2023,04-06-2033
4920,Shanxi Xiadian CMM Power Generation Project,"Xiangyuan Luxin Coal Mine Methane Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registration requested,China,293714,Asia,15-07-2022,14-07-2032
4921,Gaotang Municipal Solid Waste Incineration For Power Generation Project,"Gaotang Guohuan Renewable Resources Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0022,Registration requested,China,66250,Asia,05-08-2022,04-08-2032
4924,Longido and Monduli Rangelands Carbon Project,Soils for the Future Tanzania,Agriculture Forestry and Other Land Use,ALM,VM0032,Under development,Tanzania,1553000,Africa,01-01-2024,31-12-2063
4919,Peruvian Amazon Conservation Project,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Under development,Peru,750000,Latin America,15-12-2023,14-12-2063
4916,Guangxi Laibin Organic Wastewater Biogas Power Generation Comprehensive Utilization Project,"Henan BCCY Environmental Energy CO.,LTD.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.F.; AMS-III.H.,Registration requested,China,62771,Asia,29-06-2023,28-06-2033
4917,Solar Power Project by Dalmia Cement in Assam,Multiple Proponents,Energy industries (renewable/non-renewable sources),,AM0123,Registration and verification approval requested,India,25814,Asia,24-06-2022,23-06-2029
4918,Carbon Smart Cropping and Pasture Systems Australia,Carbon Friendly Pty Ltd.,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Australia,1900750,Oceania,01-06-2023,31-05-2043
4914,Rocio Bioenergy Plant for Manure Management – AMBICOOP,Multiple Proponents,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,AMS-I.C.; AMS-III.AO.,Under development,Brazil,51062,Latin America,,
4915,Mafisa Livestock Grazing Carbon Project,ZayoHub Zambia,Agriculture Forestry and Other Land Use,ALM,VM0032,Under validation,Zambia,1182162,Africa,01-01-2024,31-12-2063
4912,ARBRE,Carbone Terre a Terre,Agriculture Forestry and Other Land Use,ARR,AM0047,Under development,Canada,6865,North America,,
4913,Project to Restore Degraded Lands by Planting Forest and Fruit Trees in Northern Cameroon,S2 Services,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Cameroon,180881,Africa,31-07-2024,30-07-2054
4911,AAC block project by Bigbloc building elements private limited,Multiple Proponents,Manufacturing industries,,AMS-III.Z,Under validation,India,48032,Asia,01-04-2023,31-03-2030
4904,SF6 Alternate Cover Gas Conversion Project for AMACOR Magnesium Recycling Facility,Advanced Magnesium Alloys Corporation (AMACOR),Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride; Manufacturing industries,,AM0065,Under validation,United States,128552,North America,01-02-2024,31-01-2034
4905,REDD Pantanal,ECCON Solucoes Ambientais,Agriculture Forestry and Other Land Use,REDD,VM0007; VM0048,Under development,Brazil,61243,Latin America,18-11-2021,17-11-2066
4898,OYU - Reforesting Kenya for a better tomorrow,OYU Green Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Kenya,184724,Africa,01-03-2021,28-02-2041
4899,Sustainable Wood by NFB,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uganda,63661,Africa,01-03-2021,28-02-2041
4900,OYU - Tenera Plantations by BIDCO,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uganda,41523,Africa,01-03-2021,28-02-2041
4895,Ishinomaki Improved Forest Management Project,"Hitachi Systems, Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0045,Under validation,Japan,7975,Asia,01-01-2024,31-12-2050
4896,Brazil Precision Agriculture Carbon Program,Enviro Carbon Serviços Ambientais Ltda,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,11267756,Latin America,01-01-2024,31-12-2043
4897,Fortaleza Ituxi III ALM,Multiple Proponents,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,Brazil,2905,Latin America,01-07-2023,30-06-2043
4894,"MÜSESI project for active restoration in areas of the Sierra Nevada Santa Marta, Colombia",ALLCOT A.G.,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Colombia,50153,Latin America,01-01-2022,31-12-2081
4893,Landscape-based approach towards the revitalization of degraded agro-ecology for livelihood generation of marginalized communities,Urvara Krsi Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under development,India,43571,Asia,01-01-2021,31-12-2049
4892,"Trees For Livelihoods: Agroforestry In Sonbhadra, Uttar Pradesh, India",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,84443,Asia,12-07-2022,11-07-2052
4887,WASTEWATER TO BIOGAS GROUPED PROJECT,Green Lagoon Technology Sdn Bhd,Waste handling and disposal,,AMS-I.D.; AMS-III.D.; AMS-III.H.; AMS-III.O.; AMS-III.AQ,Under validation,Malaysia,28440,Asia,01-04-2024,31-03-2031
4888,OYU - Reforesting Uganda for a better tomorrow,OYU Green Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uganda,175193,Africa,01-03-2021,28-02-2041
4889,NATURAL FOREST REGENERATION FOR ENHANCED CARBON STOCKS IN THE ALBERTINE RIFT (FRECAR),World Wide Fund for Nature Denmark / Verdensnaturfonden,Agriculture Forestry and Other Land Use,ARR; REDD,VM0047; VM0048,Under development,Uganda,63052,Africa,01-01-2022,31-12-2041
4890,Regenerative Development of Anlo Wetlands Project,Terraformation Inc.,Agriculture Forestry and Other Land Use,ARR; WRC,VM0033,Under validation,Ghana,16566,Africa,01-06-2024,31-05-2064
4891,Smallholder Reforestation in Malawi,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Malawi,7400,Africa,01-12-2022,30-11-2062
4882,Uganda Native Reforestation and Agroforestry Project,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Uganda,12,Africa,02-03-2024,01-03-2064
4883,Agroforestry Project of Cameroon,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Cameroon,12,Africa,02-03-2024,01-03-2064
4884,Forest Landscape Restoration in Panama,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Panama,14,Latin America,02-03-2024,01-03-2084
4886,Tatuy REDD+ Project,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0015,Under validation,Brazil,32412,Latin America,15-07-2021,14-07-2051
4877,Carbon Smart Cropping and Pasture Systems USA,Carbon Friendly (US) LLC,Agriculture Forestry and Other Land Use,ALM,VM0042,Under development,United States,1900750,North America,01-06-2023,31-05-2043
4878,IMPROVED COOKSTOVES DISTRIBUTION IN MOZAMBIQUE – MAPUTO,Eni S.p.A,Energy demand,,VMR0006,Under validation,Mozambique,89000,Africa,10-08-2023,09-08-2033
4879,IMPROVED COOKSTOVES DISTRIBUTION IN ANGOLA,Multiple Proponents,Energy demand,,VMR0006,Under validation,Angola,164100,Africa,08-01-2024,07-01-2034
4880,"Feedworks Agolin® Enteric Methane Abatement in Ruminants, Australia & New Zealand",Feedworks Pty Ltd.,"Livestock, enteric fermentation, and manure management",,VM0041,Under development,Australia,51475,Oceania,01-02-2024,31-01-2031
4881,"TIST Program in Tanzania, VCS-CCB-011",Clean Air Action Corporation,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,Tanzania,68326,Africa,01-01-2000,31-12-2059
4873,Improved cookstoves distribution in Congo – Pointe-Noire,Multiple Proponents,Energy demand,,VMR0006,Under validation,Congo,148400,Africa,20-12-2023,19-12-2033
4874,Improved cookstoves distribution in Congo – Brazzaville North,Multiple Proponents,Energy demand,,VMR0006,Under validation,Congo,98500,Africa,20-12-2023,19-12-2033
4875,Improved cookstoves distribution in Congo – Brazzaville South,Multiple Proponents,Energy demand,,VMR0006,Under validation,Congo,98800,Africa,20-12-2023,19-12-2033
4876,NAMI REDD+ PROJECT,Multiple Proponents,Agriculture Forestry and Other Land Use,REDD,VM0007,Under development,Brazil,5282741,Latin America,24-07-2023,23-07-2053
4872,AFFORESTATION AND BIODIVERSITY CONSERVATION PROJECT IN WEST BENGAL,Intellecap Advisory Services Private Limited,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Under validation,India,54095,Asia,15-10-2023,14-10-2053
4869,KAMPONG CHHNANG 60MW SOLAR POWER PROJECT,"Prime Road Alternative (Cambodia) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Under validation,Cambodia,101136,Asia,11-11-2022,10-11-2029
4870,Yiri,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,VM0047,Under development,Guinea,96181,Africa,01-03-2024,29-02-2044
